TTD Target ID	Target Name	Target Type	Uniprot ID
TTDR00916	M1-family aminopeptidase	Research target	O96935
TTDR00917	Hormone sensitive lipase	Discontinued target	Q05469
TTDR00918	Islet-specific glucose-6-phosphatase catalytic subunit-related protein	Research target	Q9NQR9
TTDR00919	Latent membrane protein 1	Clinical trial target	P03230
TTDR00920	ADAM 8	Research target	P78325
TTDR00921	Small inducible cytokine A3	Clinical trial target	P10147
TTDR00922	DNA repair protein RAD51 homolog 1	Research target	Q06609
TTDR00924	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	Research target	O15120
TTDR00925	Heparin-binding growth factor 1	Clinical trial target	P05230
TTDR00926	Vascular endothelial growth factor B	Successful target	P49765
TTDR00927	Lymphocyte antigen 96	Research target	Q9Y6Y9
TTDR00928	Mitogen-activated protein kinase 10	Research target	P53779
TTDR00929	Thymidine monophosphate kinase	Research target	P9WKE1
TTDR00930	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, delta isoform	Clinical trial target	O00329
TTDR00931	Putative NTPase/helicase protein	Research target	P26664 (1027-1657)
TTDR00932	YihA	Research target	P24253
TTDR00934	Tumor necrosis factor receptor superfamily member 17	Research target	Q02223
TTDR00935	Tumor necrosis factor receptor superfamily member 13B	Research target	O14836
TTDR00936	Tumor necrosis factor receptor superfamily member 13C	Research target	Q96RJ3
TTDR00937	F-box and WD-40 domain protein 7	Research target	Q8CCS5
TTDR00938	Neutrophil cytosol factor 1	Research target	P14598
TTDR00943	Peptide YY	Clinical trial target	P10082 (31-64)
TTDR00947	Coagulation factor VII	Clinical trial target	P08709
TTDR00949	Elongation factor 1-alpha	Clinical trial target	Q90835
TTDR00950	Kynureninase	Research target	Q16719
TTDR00952	Penicillin-binding protein 1A	Research target	P02918
TTDR00953	DNA fragmentation factor alpha subunit	Research target	O00273
TTDR00955	Dihydrolipoamide dehydrogenase, mitochondrial	Research target	P90597
TTDR00956	CTP synthase	Clinical trial target	P17812
TTDR00957	Adenosylhomocysteinase	Research target	P23526
TTDR00959	5'-methylthioadenosine phosphorylase	Research target	Q13126
TTDR00962	Cytochrome c oxidase copper chaperone	Research target	Q14061
TTDR00963	Solute carrier family 2, facilitated glucose transporter, member 1	Research target	P11166
TTDR00964	Transforming protein RhoB	Research target	P01121
TTDR00965	Metabotropic glutamate receptor 4	Research target	Q14833
TTDR00966	Keratin, type I cytoskeletal 19	Research target	P08727
TTDR00967	DNA-(apurinic or apyrimidinic site) lyase	Clinical trial target	P27695
TTDR00968	Mitogen-activated protein kinase kinase kinase 5	Clinical trial target	Q99683
TTDR00969	Cell division protein FtsZ	Research target	P45485
TTDR00970	DNA polymerase/reverse transcriptase	Clinical trial target	P03159 (359-602)
TTDR00971	Similar to dipeptidyl aminopeptidase-like protein	Research target	Q8N608
TTDR00972	Cytidylate kinase	Research target	Q97PK6
TTDR00975	Glandular kallikrein 1	Research target	Q28773
TTDR00976	CAMP-dependent protein kinase, catalytic subunit	Research target	P40376
TTDR00977	CAMP-dependent protein kinase type I-alpha regulatory chain	Research target	P10644
TTDR00978	CAMP-dependent protein kinase type II-beta regulatory chain	Research target	P31323
TTDR00979	Adenylate cyclase	Discontinued target	P00936
TTDR00981	Lymphocyte antigen Ly-6D	Research target	Q14210
TTDR00982	Cruzipain	Clinical trial target	P25779
TTDR00983	Maspin	Research target	P36952
TTDR00984	Phosphatidylcholine-specific phospholipase C	Research target	Q9RGS8
TTDR00985	Guanine nucleotide-binding protein G(q), alpha subunit	Research target	P50148
TTDR00986	Heat shock protein 40	Research target	P25685
TTDR00987	Long transient receptor potential channel 2	Research target	O94759
TTDR00988	Short transient receptor potential channel 6	Research target	Q9Y210
TTDR00989	mRNA of Methylenetetrahydrofolate reductase	Research target	P42898
TTDR00991	Interferon consensus sequence binding protein	Research target	Q02556
TTDR00992	Chorismate synthase	Research target	P12008
TTDR00993	Fructosamine-3-kinase	Research target	Q9H479
TTDR00994	Herstatin	Research target	Q9UK79
TTDR00995	Glyceraldehyde 3-phosphate dehydrogenase, muscle	Clinical trial target	P04406
TTDR00996	Transmembrane 4 superfamily, member 2	Research target	P41732
TTDR00997	Guanine nucleotide-binding protein beta subunit-like protein	Research target	Q25306
TTDR00998	TGF-beta receptor type I	Clinical trial target	P36897
TTDR00999	T-cell leukemia/lymphoma protein 1A	Research target	P56279
TTDR01001	Sodium/iodide cotransporter	Clinical trial target	Q92911
TTDR01003	Insulin-like growth factor IA	Clinical trial target	P01343
TTDR01004	ATP-citrate synthase	Research target	P53396
TTDR01005	Mitogen-activated protein kinase kinase kinase 3	Research target	Q99759
TTDR01006	Caspase-9	Research target	P55211
TTDR01007	Junction plakoglobin	Research target	P14923
TTDR01008	Epithelial-cadherin	Research target	P12830
TTDR01010	Malignant melanoma metastasis-suppressor KiSS-1	Research target	Q15726
TTDR01011	CatSper	Research target	Q7RTX7
TTDR01012	Polyketide synthase	Research target	O53579
TTDR01013	PDZ domain containing-protein	Research target	O60450
TTDR01014	Ileal sodium/bile acid cotransporter	Research target	Q12908
TTDR01015	Arginine deiminase	Research target	P13981
TTDR01016	Subtilisin-like protease 2	Research target	Q9NG20
TTDR01018	Phosphopantetheine adenylyltransferase	Discontinued target	Q13057 (180-358)
TTDR01019	3-phosphoshikimate 1-carboxyvinyltransferase	Research target	P0A6D3
TTDR01020	27 kDa antigen Cfp30B	Research target	O53774
TTDR01025	Islet amyloid polypeptide	Research target	P10997
TTDR01027	Lethal factor	Clinical trial target	P15917
TTDR01028	Branched chain amino acid-dependent aminotransferase	Research target	O15382
TTDR01030	Carboxypeptidase H	Research target	P16870
TTDR01031	Cathepsin L	Clinical trial target	P07711
TTDR01032	Cathepsin F	Clinical trial target	Q9UBX1
TTDR01033	Tripeptidyl-peptidase II	Clinical trial target	P29144
TTDR01035	Bone morphogenetic protein 1	Research target	P13497
TTDR01039	FK506-binding protein 4	Research target	Q02790
TTDR01042	Gamma-aminobutyric-acid receptor alpha-5 subunit	Clinical trial target	P31644
TTDR01044	Galanin receptor type 2	Research target	O43603
TTDR01045	Galanin receptor type 3	Research target	O60755
TTDR01048	Somatotropin	Clinical trial target	P01241
TTDR01056	Orexin receptor type 2	Clinical trial target	O43614
TTDR01057	Laminin beta-3 chain	Clinical trial target	Q13751
TTDR01059	Macrophage scavenger receptor types I and II	Research target	P21757
TTDR01062	Membrane-associated kinase	Research target	O14731
TTDR01063	Methionyl-tRNA synthetase	Clinical trial target	Q9A178
TTDR01065	N-acetylated-alpha-linked acidic dipeptidase II	Research target	Q9Y3Q0
TTDR01066	Myelin-associated glycoprotein	Clinical trial target	P20916
TTDR01067	Sphingomyelin phosphodiesterase 2	Research target	O60906
TTDR01072	Sterol regulatory element binding protein cleavage-activating protein	Research target	Q12770
TTDR01073	Retinoic acid receptor RXR-alpha	Research target	P19793
TTDR01075	Retinoic acid receptor RXR-gamma	Research target	P48443
TTDR01076	Protein farnesyltransferase beta subunit	Clinical trial target	P49356
TTDR01083	Pyridoxin biosynthesis protein pyroA	Research target	Q9UW83
TTDR01084	Pyridoxin biosynthesis protein SNZ1	Research target	Q03148
TTDR01085	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Research target	P47669
TTDR01086	Phosphoenolpyruvate synthase	Research target	P56070
TTDR01087	Lysyl-tRNA synthetase	Research target	P0A8N3
TTDR01088	ATP/ADP translocase	Research target	Q39002
TTDR01089	Orotidine 5'-phosphate decarboxylase	Research target	P77898
TTDR01090	Probable dihydroneopterin aldolase	Research target	O84620
TTDR01100	DNA (cytosine-5)-methyltransferase 3B	Clinical trial target	Q9UBC3
TTDR01101	Interleukin-2 receptor alpha chain	Clinical trial target	P01589
TTDR01102	UDP-N-acetylenolpyruvylglucosamine reductase	Research target	P08373
TTDR01103	Heat shock factor protein 1	Research target	Q00613
TTDR01104	Interleukin-12 receptor beta-2 chain	Clinical trial target	Q99665
TTDR01105	Fibroblast growth factor-8	Research target	P55075
TTDR01106	Breast cancer type 2 susceptibility protein	Research target	P51587
TTDR01107	Fanconi anemia group F protein	Research target	Q9NPI8
TTDR01108	Myeloid differentiation primary response protein MyD88	Research target	Q99836
TTDR01109	Lipopolysaccharide-binding protein	Research target	P18428
TTDR01110	Dual specificity protein kinase TTK	Clinical trial target	P33981
TTDR01112	P-selectin glycoprotein ligand 1	Clinical trial target	Q14242
TTDR01113	Diablo homolog, mitochondrial	Research target	Q9NR28
TTDR01114	Stanniocalcin 1	Research target	P52823
TTDR01116	Ubiquitin carboxyl-terminal hydrolase 2	Research target	O75604
TTDR01117	Geminin	Research target	O75496
TTDR01118	Transcription factor 7-like 2	Research target	Q9NQB0
TTDR01119	GPI transamidase component PIG-U	Research target	Q9H490
TTDR01120	Kallikrein 6	Research target	Q92876
TTDR01121	Zinc finger protein 202	Research target	O95125
TTDR01122	Mothers against decapentaplegic homolog 9	Research target	Q9JIW5
TTDR01123	Activation-inducible lymphocyte IMMUNOMEDIATORY molecule AILIM	Clinical trial target	Q9Y6W8
TTDR01124	Claudin-4	Research target	O14493
TTDR01125	Granulins	Research target	P28799
TTDR01126	C-Rel proto-oncogene protein	Research target	Q04864
TTDR01128	Carcinoembryonic antigen-related cell adhesion molecule 6	Research target	P40199
TTDR01129	Protein tyrosine phosphatase short form	Research target	Q8IVN5
TTDR01130	Forkhead box protein M1	Research target	Q08050
TTDR01131	Fibroleukin	Research target	Q14314
TTDR01132	Glucose 6-phosphate translocase	Research target	O43826
TTDR01133	Ephrin type-B receptor 2	Research target	P29323
TTDR01134	Interferon regulatory factor 3	Research target	Q14653
TTDR01136	26S proteasome non-ATPase regulatory subunit 10	Research target	O75832
TTDR01138	Recoverin	Research target	P35243
TTDR01139	Phosphoethanolamine N-methyltransferase	Research target	Q8IDQ9
TTDR01141	Ubiquitin carboxyl-terminal hydrolase isozyme L1	Research target	P09936
TTDR01142	DNA-dependent protein kinase catalytic subunit	Discontinued target	P78527
TTDR01143	Undecaprenyl pyrophosphate synthetase	Research target	P60472
TTDR01144	Interleukin 11 receptor	Research target	Q16542
TTDR01147	Transferrin receptor protein 1	Research target	P02786
TTDR01148	Lactotransferrin	Clinical trial target	P02788
TTDR01149	Receptor-type protein-tyrosine phosphatase zeta	Research target	P23471
TTDR01150	Regenerating gene type IV 	Research target	Q9BYZ8
TTDR01152	Epstein-Barr virus (Strain FF41) nuclear antigen gene	Research target	Q69128
TTDR01153	Complement C3	Clinical trial target	P01024
TTDR01154	Seprase	Clinical trial target	Q12884
TTDR01155	Teratocarcinoma-derived growth factor 1	Research target	P13385
TTDR01156	Histone deacetylase 2	Clinical trial target	Q92769
TTDR01157	Probable nicotinate-nucleotide adenylyltransferase	Research target	Q9HX21
TTDR01158	Homeobox protein Hox-A7	Research target	P31268
TTDR01159	Low-density lipoprotein receptor-related protein 1	Research target	Q07954
TTDR01160	Transient receptor potential cation channel subfamily V member 4	Research target	Q9HBA0
TTDR01161	Toxopain-1	Research target	Q8MTU2
TTDR01164	Proprotein convertase subtilisin/kexin type 9	Clinical trial target	Q8NBP7
TTDR01165	Platelet-activating factor receptor	Clinical trial target	P25105
TTDR01166	Chitin synthase 1	Clinical trial target	P23316
TTDR01167	Histone deacetylase 6	Research target	Q9UBN7
TTDR01168	3-phosphoshikimate 1-carboxyvinyltransferase	Research target	Q9S400
TTDR01169	DNA topoisomerase 4 subunit A	Discontinued target	P0AFI2
TTDR01170	Integrin beta-2	Discontinued target	P05107
TTDR01177	Gamma-aminobutyric-acid receptor alpha-2 subunit	Clinical trial target	P47869
TTDR01178	Gamma-aminobutyric-acid receptor alpha-3 subunit	Clinical trial target	P34903
TTDR01179	Sodium- and chloride-dependent GABA transporter 1	Clinical trial target	P30531
TTDR01180	Alpha-2C adrenergic receptor	Clinical trial target	P18825
TTDR01181	Plasma membrane H(+)-ATPase	Research target	Q01680
TTDR01182	3-oxo-5-alpha-steroid 4-dehydrogenase 1	Clinical trial target	P18405
TTDR01183	3-oxo-5-alpha-steroid 4-dehydrogenase 2	Clinical trial target	P31213
TTDR01184	Acetaldehyde dehydrogenase	Clinical trial target	P77580
TTDR01185	Aldehyde dehydrogenase, mitochondrial	Clinical trial target	P05091
TTDR01186	Betaine aldehyde dehydrogenase	Research target	P17445
TTDR01187	Dihydropyrimidine dehydrogenase [NADP+]	Clinical trial target	Q12882
TTDR01191	Retinoic acid receptor beta	Clinical trial target	P10826
TTDR01192	DNA topoisomerase II, beta isozyme	Research target	Q02880
TTDR01193	Histamine H4 receptor	Clinical trial target	Q9H3N8
TTDR01194	5-hydroxytryptamine 1F receptor	Clinical trial target	P30939
TTDR01197	Thyrotropin-releasing hormone receptor	Clinical trial target	P34981
TTDR01198	Potassium channel subfamily K member 9	Research target	Q9NPC2
TTDR01199	K-Cl cotransporter 3	Research target	Q9UHW9
TTDR01200	Cystine/glutamate transporter	Research target	Q9UPY5
TTDR01201	Pyridoxal kinase	Research target	O00764
TTDR01202	Inositol-1(or 4)-monophosphatase	Discontinued target	O14732
TTDR01203	Soluble epoxide hydrolase	Clinical trial target	P34913
TTDR01206	Inhibitor of nuclear factor kappa B kinase beta subunit	Clinical trial target	O14920
TTDR01209	Probable arabinosyltransferase A	Research target	P71485
TTDR01210	Probable arabinosyltransferase B	Research target	P71486
TTDR01211	Arylamine N-acetyltransferase	Research target	P96848
TTDR01212	Malonyl-CoA:acyl carrier protein transacylase	Research target	P63459
TTDR01214	Ephrin type-A receptor 2	Clinical trial target	P29317
TTDR01216	Platelet-derived growth factor	Clinical trial target	P01127; P04085
TTDR01217	Beta platelet-derived growth factor receptor	Clinical trial target	P09619
TTDR01218	BCR/ABL protein	Research target	Q16189
TTDR01220	D1 dopamine receptor-interacting protein calcyon	Discontinued target	Q9NYX4
TTDR01222	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	Research target	Q02809
TTDR01223	Preadipocyte factor	Research target	Q09163
TTDR01224	Carbonic anhydrase I	Clinical trial target	P00915
TTDR01226	DNA-dependent DNA polymerase	Research target	Q9UID5
TTDR01227	Thyroid hormone receptor beta-1	Clinical trial target	P10828
TTDR01229	5'-Nucleotidase	Clinical trial target	P21589
TTDR01230	Cytochrome B	Research target	Q02768
TTDR01232	Glutathione reductase, mitochondrial	Research target	O15770
TTDR01233	Tissue-type plasminogen activator	Research target	P00750
TTDR01234	Granulocyte colony-stimulating factor	Clinical trial target	P09919
TTDR01236	Sulfonylurea receptor 1	Discontinued target	Q09428
TTDR01237	Major prion protein	Research target	P04156
TTDR01238	Tumor necrosis factor receptor superfamily member 1B	Research target	P20333
TTDR01240	Glycinamide ribonucleotide formyltransferase	Clinical trial target	P22102
TTDR01243	Cytochrome p450 121	Research target	Q59571
TTDR01245	3-oxoacyl-[acyl-carrier-protein] synthase 1	Research target	Q10524
TTDR01246	Lactoylglutathione lyase	Research target	Q04760
TTDR01247	Nociceptin receptor	Clinical trial target	P41146
TTDR01248	N-acylglucosamine 2-epimerase	Research target	P51606
TTDR01249	Pyridoxal phosphate phosphatase	Research target	Q96GD0
TTDR01250	Serine/threonine-protein kinase Sgk1	Research target	O00141
TTDR01251	Vascular endothelial growth factor D	Clinical trial target	O43915
TTDR01252	Stromelysin-3	Research target	P24347
TTDR01253	Voltage-dependent calcium channel subunit alpha-2/delta-3	Research target	Q8IZS8
TTDR01254	Voltage-gated sodium channel subunit alpha Nav1.9	Research target	Q9UI33
TTDR01255	Voltage-gated sodium channel subunit alpha Nav1.3	Clinical trial target	Q9NY46
TTDR01256	Acid-sensing ion channel ASIC1a/ASIC1b	Clinical trial target	P78348
TTDR01257	Acid-sensing ion channel ASIC3	Research target	Q9UHC3
TTDR01258	Transient receptor potential cation channel subfamily V member 3	Clinical trial target	Q8NET8
TTDR01259	Glutamate [NMDA] receptor subunit zeta-1	Clinical trial target	Q05586
TTDR01260	Neuronal acetylcholine receptor subunit alpha-5	Research target	P30532
TTDR01261	P2X purinoceptor 4	Research target	Q99571
TTDR01262	Cyclooxygenase-3	Clinical trial target	Q6QWE0
TTDR01263	Protein-tyrosine phosphatase, non-receptor type 11	Discontinued target	Q06124
TTDR01264	Interleukin-13 receptor alpha-1 chain	Clinical trial target	P78552
TTDR01265	Receptor protein-tyrosine kinase erbB-3	Clinical trial target	P21860
TTDR01266	Neutrophil collagenase	Successful target	P22894
TTDR01267	Beta-lactoglobulin-1	Research target	P13613
TTDR01269	Corticosteroid 11-beta-dehydrogenase, isozyme 2	Clinical trial target	P80365
TTDR01270	ATP-sensitive inward rectifier potassium channel 11	Discontinued target	Q14654
TTDR01273	Pregnane X receptor	Discontinued target	O75469
TTDR01293	Ferritin	Clinical trial target	P02794
TTDR01298	Gli1	Research target	P08151
TTDR01340	mRNA of Ubiquitin Protein Ligase WWP2	Research target	O00308
TTDR01341	mRNA of human E2F transcription factor 3	Research target	O00716
TTDR01342	mRNA of Human ADAM10	Clinical trial target	O14672
TTDR01343	mRNA of Smad7	Clinical trial target	O15105
TTDR01344	mRNA of Inhibitor-kappa B Kinase-alpha	Research target	O15111
TTDR01345	mRNA of PDK-1	Research target	O15530
TTDR01346	mRNA of human RIP2	Research target	O43353
TTDR01347	mRNA of MADH6	Research target	O43541
TTDR01348	mRNA of influenza A hemagglutinin	Research target	O56140
TTDR01349	mRNA of Influenza polymerase 3	Research target	O56266
TTDR01350	mRNA of influenza A matrix protein	Research target	O70632
TTDR01351	mRNA of human zinc finger protein-217	Research target	O75362
TTDR01352	mRNA of mouse diacylglycerol acyltransferase 1	Research target	O75907
TTDR01353	mRNA of human acyl CoA cholesterol acyl-transferase-2	Clinical trial target	O75908
TTDR01354	mRNA of influenza A nucleoprotein	Research target	O92784
TTDR01355	mRNA of human superoxide dismutase 1	Research target	P00441
TTDR01356	mRNA of H-ras	Research target	P01112
TTDR01357	mRNA of human apolipoprotein A	Research target	P02647
TTDR01358	mRNA of human C-reactive protein	Clinical trial target	P02741
TTDR01359	mRNA of BPV-1 E2	Research target	P03122
TTDR01360	mRNA of human apolipoprotein B	Research target	P04114
TTDR01361	mRNA of HER2	Clinical trial target	P04626
TTDR01362	mRNA of integrin beta 3	Clinical trial target	P05106
TTDR01363	mRNA of c-jun	Research target	P05412
TTDR01364	mRNA of HPV-18 E6 (start codon regions)	Research target	P06463
TTDR01365	mRNA of HPV-18 E7 (start codon regions)	Research target	P06788
TTDR01366	mRNA of HPV E2 transactivator protein	Discontinued target	P06790
TTDR01367	mRNA of HCMV DNA polymerase	Research target	P08546
TTDR01368	mRNA of hnRNP A1	Research target	P09651
TTDR01369	mRNA of human 5-lipoxygenase	Clinical trial target	P09917
TTDR01370	mRNA of A-Raf	Clinical trial target	P10398
TTDR01371	mRNA of integrin alpha-4	Clinical trial target	P13612
TTDR01372	mRNA of human Macrophage migration inhibitory factor	Research target	P14174
TTDR01373	mRNA of B-Raf	Clinical trial target	P15056
TTDR01374	mRNA of E-selectin	Research target	P16581
TTDR01375	mRNA of PKA Catalytic Subunit C-alpha	Research target	P17612
TTDR01376	mRNA of human C/EBP beta	Research target	P17676
TTDR01377	mRNA of human VCAM-1	Research target	P19320
TTDR01378	mRNA of Nucleolin	Research target	P19338
TTDR01379	mRNA of human PKC-eta	Clinical trial target	P24723
TTDR01380	mRNA of Human Fas	Research target	P25445
TTDR01381	mRNA of CD40	Research target	P25942
TTDR01382	mRNA of HCV core protein	Research target	P26664
TTDR01383	mRNA of G-alpha-11	Research target	P29992
TTDR01384	mRNA of B7 protein (translation initiation codon region)	Research target	P33681
TTDR01385	mRNA of MEK2	Research target	P36507
TTDR01386	mRNA of PPAR-gamma	Clinical trial target	P37231
TTDR01387	mRNA of STAT3	Clinical trial target	P40763
TTDR01388	mRNA of human cot oncogene	Research target	P41279
TTDR01389	mRNA of CD86	Research target	P42081
TTDR01390	mRNA of PI3K p110 beta	Research target	P42338
TTDR01391	mRNA of human Jun-N-terminal kinase-2 (JNK2)	Research target	P45984
TTDR01392	mRNA of P120	Research target	P46087
TTDR01393	mRNA of Human FasL	Research target	P48023
TTDR01394	mRNA of human glycogen synthase kinase 3 alpha	Research target	P49840
TTDR01395	mRNA of kinesin-like 1	Clinical trial target	P52732
TTDR01396	mRNA of human caspase 6	Research target	P55212
TTDR01397	mRNA of PTEN	Discontinued target	P60484
TTDR01398	mRNA of RhoA	Research target	P61586
TTDR01399	mRNA of Human mdm2	Research target	Q00987
TTDR01400	mRNA of human E2F transcription factor 1	Research target	Q01094
TTDR01401	mRNA of PKC-epsilon	Clinical trial target	Q02156
TTDR01402	mRNA of Protein kinase C-theta	Clinical trial target	Q04759
TTDR01403	mRNA of PKC-zeta	Research target	Q05513
TTDR01404	mRNA of PKC-delta	Clinical trial target	Q05655
TTDR01405	mRNA of Bcl-x	Research target	Q07817
TTDR01406	mRNA of human forkhead box O1A	Research target	Q12778
TTDR01407	mRNA of Human FAP-1	Research target	Q12923
TTDR01408	mRNA of Dual specific phosphatase 8	Research target	Q13202
TTDR01409	mRNA of MEKK1	Research target	Q13233
TTDR01410	mRNA of Apoptosis-2	Research target	Q13489
TTDR01411	mRNA of eIF4E-BP2	Clinical trial target	Q13542
TTDR01412	mRNA of human ARA70	Research target	Q13772
TTDR01413	mRNA of Caspase 8	Clinical trial target	Q14790
TTDR01414	mRNA of HER4	Research target	Q15303
TTDR01415	mRNA of Smad	Research target	Q15797
TTDR01416	mRNA of HIF1-alpha	Research target	Q16665
TTDR01417	mRNA of human dual specific phosphatase 5	Research target	Q16690
TTDR01418	mRNA of Human Syntaxin 4 Interacting Protein	Research target	Q6ZWJ1
TTDR01419	mRNA of human E2A-Pbx1	Research target	Q7Z5L6
TTDR01420	mRNA of Aurora B	Clinical trial target	Q96GD4
TTDR01421	mRNA of cytohesin-2	Research target	Q99418
TTDR01422	mRNA of human MEKK3	Research target	Q99759
TTDR01423	mRNA of HIF2-alpha	Clinical trial target	Q99814
TTDR01424	mRNA of Dual specific phosphatase 9	Research target	Q99956
TTDR01425	mRNA of Ubiquitin Protein Ligase WWP1	Research target	Q9H0M0
TTDR01426	mRNA of human IL-1 receptor-associated kinase-4	Research target	Q9NWZ3
TTDR01427	mRNA of human helicase-moi	Research target	Q9UPY3
TTDR01428	mRNA of influenza A neuraminidase	Research target	Q9W7Y7
TTDR01429	mRNA of influenza A polymerase 1	Research target	Q9WLS3
TTDR01430	mRNA of human Jagged2	Research target	Q9Y219
TTDR01431	mRNA of AkT-3	Clinical trial target	Q9Y243
TTDR01432	mRNA of human MEKK2	Research target	Q9Y2U5
TTDR01433	mRNA of Talin	Research target	Q9Y490
TTDR01434	mRNA of RANK	Research target	Q9Y6Q6
TTDR01436	mRNA of glucocorticoid receptor	Clinical trial target	P04150
TTDR01437	mRNA of Protein tyrosine phosphatase-1B	Clinical trial target	P18031
TTDR01438	mRNA of FGFR4	Discontinued target	P22455
TTDR01439	mRNA of proprotein convertase subtilisin/kexin type 9	Clinical trial target	Q8NBP7
TTDR01440	TGR5	Clinical trial target	Q8TDU6
TTDR01441	Staphylococcus aureus Quinolone resistance protein norA	Research target	P0A0J7
TTDR01442	Cytochrome P450 2B2	Research target	P04167
TTDR01443	Cytochrome P450 2A6	Research target	P11509
TTDR01444	Cytochrome P450 2B6	Research target	P20813
TTDR01445	Cytochrome P450 2A5	Research target	P20852
TTDR01446	Clostridium histolyticum Collagenase	Research target	Q9X721
TTDS00002	Muscarinic acetylcholine receptor M1	Successful target	P11229
TTDS00003	Muscarinic acetylcholine receptor M2	Successful target	P08172
TTDS00004	Muscarinic acetylcholine receptor M3	Successful target	P20309
TTDS00005	Muscarinic acetylcholine receptor M4	Successful target	P08173
TTDS00006	Muscarinic acetylcholine receptor M5	Successful target	P08912
TTDS00007	Vascular endothelial growth factor receptor 1	Successful target	P17948
TTDS00008	Vascular endothelial growth factor receptor 2	Successful target	P35968
TTDS00011	Dopamine D1 receptor	Successful target	P21728
TTDS00012	D(2) dopamine receptor	Successful target	P14416
TTDS00013	D(3) dopamine receptor	Successful target	P35462
TTDS00015	D(1B) dopamine receptor	Successful target	P21918
TTDS00017	Sodium-dependent dopamine transporter	Successful target	Q01959
TTDS00022	Gamma-aminobutyric acid B receptor	Successful target	Q9UBS5; O75899
TTDS00024	4-aminobutyrate aminotransferase, mitochondrial	Successful target	P80404
TTDS00029	Alpha-1B adrenergic receptor	Successful target	P35368
TTDS00030	Alpha-1D adrenergic receptor	Successful target	P25100
TTDS00032	Alpha-2A adrenergic receptor	Successful target	P08913
TTDS00036	Beta-1 adrenergic receptor	Successful target	P08588
TTDS00037	Beta-2 adrenergic receptor	Successful target	P07550
TTDS00040	Prostaglandin G/H synthase 1	Successful target	P23219
TTDS00041	Prostaglandin G/H synthase 2	Successful target	P35354
TTDS00043	Gastrin/cholecystokinin type B receptor	Successful target	P32239
TTDS00044	Potassium-transporting ATPase alpha chain 1	Successful target	P20648
TTDS00045	Sodium/potassium-transporting ATPase alpha-1 chain	Successful target	P05023
TTDS00054	Succinate semialdehyde dehydrogenase, mitochondrial	Successful target	P51649
TTDS00055	3-beta-hydroxysteroid dehydrogenase	Successful target	P19871
TTDS00056	Xanthine dehydrogenase/oxidase	Successful target	P47989
TTDS00058	Glutamate dehydrogenase	Successful target	Q9NGT0
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Successful target	Q02127; Q08210
TTDS00060	Alcohol dehydrogenase	Successful target	P14550
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Successful target	P49058
TTDS00063	Inosine-5'-monophosphate dehydrogenase 2	Successful target	P12268
TTDS00065	Phospholipase A2	Successful target	P04054
TTDS00066	Lipoprotein lipase	Successful target	P06858
TTDS00068	Corticosteroid-binding globulin	Successful target	P08185
TTDS00073	Retinoic acid receptor alpha	Successful target	P10276
TTDS00075	Retinoic acid receptor gamma	Successful target	P13631
TTDS00076	Growth hormone receptor	Successful target	P10912
TTDS00077	Glycoprotein IIb/IIIa receptor	Successful target	P08514; P05106
TTDS00078	Aldehyde oxidase	Successful target	Q06278
TTDS00079	DNA topoisomerase I	Successful target	P11387; Q00313
TTDS00084	Topoisomerase IV subunit A	Successful target	P43702
TTDS00086	Histamine H1 receptor	Successful target	P35367
TTDS00087	Histamine H2 receptor	Successful target	P25021
TTDS00089	Histamine N-methyltransferase	Successful target	P50135
TTDS00090	FL cytokine receptor	Successful target	P36888
TTDS00091	Myeloid cell surface antigen CD33	Successful target	P20138
TTDS00092	Adenosine deaminase	Successful target	P00813
TTDS00093	Dipeptidyl peptidase IV	Successful target	P27487
TTDS00095	Histone deacetylase 1	Successful target	Q13547
TTDS00096	CAMPATH-1 antigen	Successful target	P31358
TTDS00098	5-hydroxytryptamine 1A receptor	Successful target	P08908
TTDS00099	5-hydroxytryptamine 1B receptor	Successful target	P28222
TTDS00100	5-hydroxytryptamine 1D receptor	Successful target	P28221
TTDS00103	5-hydroxytryptamine 2A receptor	Successful target	P28223
TTDS00104	5-hydroxytryptamine 2B receptor	Successful target	P41595
TTDS00105	5-hydroxytryptamine 2C receptor	Successful target	P28335
TTDS00107	5-hydroxytryptamine 4 receptor	Successful target	Q13639
TTDS00109	Vasopressin V1a receptor	Successful target	P37288
TTDS00111	Vasopressin V2 receptor	Successful target	P30518
TTDS00112	Arachidonate 5-lipoxygenase	Successful target	P09917
TTDS00113	P2Y purinoceptor 12	Successful target	Q9H244
TTDS00115	Aldose reductase	Successful target	P15121
TTDS00116	Solute carrier family 12 member 1	Successful target	Q13621
TTDS00117	Solute carrier family 12 member 3	Successful target	P55017
TTDS00118	Synaptic vesicle amine transporter	Successful target	Q05940
TTDS00120	Glutamate-gated chloride channel	Successful target	Q9GQW8
TTDS00122	Glutamate receptor, ionotropic kainate 1	Successful target	P39086
TTDS00123	Glutamate [NMDA] receptor subunit epsilon 1	Successful target	Q12879
