TTDID	KEGG pathway ID	KEGG pathway name
TTDR00659	hsa05223	Non-small cell lung cancer
TTDR00661	hsa00020	Citrate cycle (TCA cycle)
TTDR00661	hsa00630	Glyoxylate and dicarboxylate metabolism
TTDR00661	hsa01100	Metabolic pathways
TTDR00661	hsa01130	Biosynthesis of antibiotics
TTDR00661	hsa01200	Carbon metabolism
TTDR00661	hsa01210	2-Oxocarboxylic acid metabolism
TTDR00661	hsa01230	Biosynthesis of amino acids
TTDR00662	hsa00052	Galactose metabolism
TTDR00662	hsa00520	Amino sugar and nucleotide sugar metabolism
TTDR00662	hsa01100	Metabolic pathways
TTDR00663	hsa03018	RNA degradation
TTDR00663	hsa04940	Type I diabetes mellitus
TTDR00663	hsa05134	Legionellosis
TTDR00663	hsa05152	Tuberculosis
TTDR00668	hsa04012	ErbB signaling pathway
TTDR00669	hsa04012	ErbB signaling pathway
TTDR00669	hsa04062	Chemokine signaling pathway
TTDR00669	hsa04151	PI3K-Akt signaling pathway
TTDR00669	hsa04360	Axon guidance
TTDR00669	hsa04370	VEGF signaling pathway
TTDR00669	hsa04510	Focal adhesion
TTDR00669	hsa04670	Leukocyte transendothelial migration
TTDR00669	hsa04810	Regulation of actin cytoskeleton
TTDR00669	hsa05100	Bacterial invasion of epithelial cells
TTDR00669	hsa05146	Amoebiasis
TTDR00669	hsa05200	Pathways in cancer
TTDR00669	hsa05202	Transcriptional misregulation in cancer
TTDR00669	hsa05205	Proteoglycans in cancer
TTDR00669	hsa05222	Small cell lung cancer
TTDR00673	hsa04020	Calcium signaling pathway
TTDR00673	hsa04080	Neuroactive ligand-receptor interaction
TTDR00673	hsa05200	Pathways in cancer
TTDR00677	hsa04630	Jak-STAT signaling pathway
TTDR00679	hsa04390	Hippo signaling pathway
TTDR00683	hsa04151	PI3K-Akt signaling pathway
TTDR00683	hsa04510	Focal adhesion
TTDR00683	hsa04512	ECM-receptor interaction
TTDR00683	hsa05206	MicroRNAs in cancer
TTDR00688	hsa05202	Transcriptional misregulation in cancer
TTDR00712	hsa04141	Protein processing in endoplasmic reticulum
TTDR00713	hsa04015	Rap1 signaling pathway
TTDR00713	hsa04310	Wnt signaling pathway
TTDR00713	hsa04390	Hippo signaling pathway
TTDR00713	hsa04510	Focal adhesion
TTDR00713	hsa04520	Adherens junction
TTDR00713	hsa04530	Tight junction
TTDR00713	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDR00713	hsa04670	Leukocyte transendothelial migration
TTDR00713	hsa04916	Melanogenesis
TTDR00713	hsa04919	Thyroid hormone signaling pathway
TTDR00713	hsa05100	Bacterial invasion of epithelial cells
TTDR00713	hsa05130	Pathogenic Escherichia coli infection
TTDR00713	hsa05166	HTLV-I infection
TTDR00713	hsa05200	Pathways in cancer
TTDR00713	hsa05205	Proteoglycans in cancer
TTDR00713	hsa05210	Colorectal cancer
TTDR00713	hsa05213	Endometrial cancer
TTDR00713	hsa05215	Prostate cancer
TTDR00713	hsa05216	Thyroid cancer
TTDR00713	hsa05217	Basal cell carcinoma
TTDR00713	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDR00716	hsa00900	Terpenoid backbone biosynthesis
TTDR00716	hsa01130	Biosynthesis of antibiotics
TTDR00722	hsa04514	Cell adhesion molecules (CAMs)
TTDR00731	hsa04080	Neuroactive ligand-receptor interaction
TTDR00732	hsa00330	Arginine and proline metabolism
TTDR00732	hsa01100	Metabolic pathways
TTDR00732	hsa01130	Biosynthesis of antibiotics
TTDR00732	hsa01230	Biosynthesis of amino acids
TTDR00732	hsa05146	Amoebiasis
TTDR00734	hsa04610	Complement and coagulation cascades
TTDR00734	hsa04640	Hematopoietic cell lineage
TTDR00734	hsa05134	Legionellosis
TTDR00734	hsa05140	Leishmaniasis
TTDR00734	hsa05144	Malaria
TTDR00734	hsa05152	Tuberculosis
TTDR00742	hsa00260	Glycine, serine and threonine metabolism
TTDR00742	hsa00350	Tyrosine metabolism
TTDR00742	hsa00360	Phenylalanine metabolism
TTDR00742	hsa00410	beta-Alanine metabolism
TTDR00742	hsa01100	Metabolic pathways
TTDR00748	eco00790	Folate biosynthesis
TTDR00748	eco01100	Metabolic pathways
TTDR00755	hsa04080	Neuroactive ligand-receptor interaction
TTDR00755	hsa04724	Glutamatergic synapse
TTDR00763	hsa04060	Cytokine-cytokine receptor interaction
TTDR00763	hsa04062	Chemokine signaling pathway
TTDR00763	hsa05203	Viral carcinogenesis
TTDR00771	hsa04080	Neuroactive ligand-receptor interaction
TTDR00774	hsa00230	Purine metabolism
TTDR00774	hsa00983	Drug metabolism - other enzymes
TTDR00774	hsa01100	Metabolic pathways
TTDR00776	hsa04068	FoxO signaling pathway
TTDR00776	hsa04152	AMPK signaling pathway
TTDR00776	hsa04910	Insulin signaling pathway
TTDR00776	hsa04920	Adipocytokine signaling pathway
TTDR00776	hsa04930	Type II diabetes mellitus
TTDR00777	hsa04024	cAMP signaling pathway
TTDR00777	hsa04920	Adipocytokine signaling pathway
TTDR00777	hsa05034	Alcoholism
TTDR00784	hsa00480	Glutathione metabolism
TTDR00784	hsa01100	Metabolic pathways
TTDR00784	hsa04614	Renin-angiotensin system
TTDR00784	hsa04640	Hematopoietic cell lineage
TTDR00786	hsa04110	Cell cycle
TTDR00786	hsa04114	Oocyte meiosis
TTDR00786	hsa04115	p53 signaling pathway
TTDR00786	hsa04151	PI3K-Akt signaling pathway
TTDR00786	hsa05161	Hepatitis B
TTDR00786	hsa05162	Measles
TTDR00786	hsa05200	Pathways in cancer
TTDR00786	hsa05203	Viral carcinogenesis
TTDR00786	hsa05206	MicroRNAs in cancer
TTDR00786	hsa05215	Prostate cancer
TTDR00786	hsa05222	Small cell lung cancer
TTDR00794	hsa04020	Calcium signaling pathway
TTDR00794	hsa04022	cGMP-PKG signaling pathway
TTDR00794	hsa04270	Vascular smooth muscle contraction
TTDR00794	hsa04510	Focal adhesion
TTDR00794	hsa04611	Platelet activation
TTDR00794	hsa04810	Regulation of actin cytoskeleton
TTDR00794	hsa04921	Oxytocin signaling pathway
TTDR00794	hsa04971	Gastric acid secretion
TTDR00795	hsa03320	PPAR signaling pathway
TTDR00801	hsa04080	Neuroactive ligand-receptor interaction
TTDR00802	hsa04080	Neuroactive ligand-receptor interaction
TTDR00805	hsa00564	Glycerophospholipid metabolism
TTDR00805	hsa01100	Metabolic pathways
TTDR00805	hsa05231	Choline metabolism in cancer
TTDR00806	hsa04390	Hippo signaling pathway
TTDR00806	hsa04724	Glutamatergic synapse
TTDR00806	hsa05016	Huntington's disease
TTDR00806	hsa05030	Cocaine addiction
TTDR00808	hsa04060	Cytokine-cytokine receptor interaction
TTDR00808	hsa04062	Chemokine signaling pathway
TTDR00808	hsa04064	NF-kappa B signaling pathway
TTDR00808	hsa04360	Axon guidance
TTDR00808	hsa04670	Leukocyte transendothelial migration
TTDR00808	hsa04672	Intestinal immune network for IgA production
TTDR00808	hsa05200	Pathways in cancer
TTDR00808	hsa05323	Rheumatoid arthritis
TTDR00811	hsa00120	Primary bile acid biosynthesis
TTDR00811	hsa01100	Metabolic pathways
TTDR00811	hsa04146	Peroxisome
TTDR00813	hsa04145	Phagosome
TTDR00813	hsa04151	PI3K-Akt signaling pathway
TTDR00813	hsa04620	Toll-like receptor signaling pathway
TTDR00813	hsa05134	Legionellosis
TTDR00813	hsa05140	Leishmaniasis
TTDR00813	hsa05142	Chagas disease (American trypanosomiasis)
TTDR00813	hsa05144	Malaria
TTDR00813	hsa05145	Toxoplasmosis
TTDR00813	hsa05146	Amoebiasis
TTDR00813	hsa05152	Tuberculosis
TTDR00813	hsa05161	Hepatitis B
TTDR00813	hsa05162	Measles
TTDR00813	hsa05168	Herpes simplex infection
TTDR00813	hsa05205	Proteoglycans in cancer
TTDR00813	hsa05321	Inflammatory bowel disease (IBD)
TTDR00813	hsa05323	Rheumatoid arthritis
TTDR00821	hsa04080	Neuroactive ligand-receptor interaction
TTDR00821	hsa04724	Glutamatergic synapse
TTDR00830	hsa04514	Cell adhesion molecules (CAMs)
TTDR00830	hsa04670	Leukocyte transendothelial migration
TTDR00847	hsa04330	Notch signaling pathway
TTDR00847	hsa05010	Alzheimer's disease
TTDR00847	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDR00849	eco00520	Amino sugar and nucleotide sugar metabolism
TTDR00849	eco01100	Metabolic pathways
TTDR00849	eco01130	Biosynthesis of antibiotics
TTDR00854	hsa04145	Phagosome
TTDR00854	hsa05152	Tuberculosis
TTDR00854	hsa05162	Measles
TTDR00855	hsa04060	Cytokine-cytokine receptor interaction
TTDR00855	hsa04630	Jak-STAT signaling pathway
TTDR00858	hsa04062	Chemokine signaling pathway
TTDR00858	hsa04660	T cell receptor signaling pathway
TTDR00858	hsa04670	Leukocyte transendothelial migration
TTDR00865	pae00540	Lipopolysaccharide biosynthesis
TTDR00865	pae01100	Metabolic pathways
TTDR00866	hsa00100	Steroid biosynthesis
TTDR00866	hsa01100	Metabolic pathways
TTDR00866	hsa01130	Biosynthesis of antibiotics
TTDR00868	hsa04320	Dorso-ventral axis formation
TTDR00868	hsa04330	Notch signaling pathway
TTDR00868	hsa04919	Thyroid hormone signaling pathway
TTDR00868	hsa05020	Prion diseases
TTDR00868	hsa05206	MicroRNAs in cancer
TTDR00879	hsa00040	Pentose and glucuronate interconversions
TTDR00879	hsa00051	Fructose and mannose metabolism
TTDR00879	hsa01100	Metabolic pathways
TTDR00886	hsa04142	Lysosome
TTDR00886	hsa04612	Antigen processing and presentation
TTDR00910	hsa00030	Pentose phosphate pathway
TTDR00910	hsa00480	Glutathione metabolism
TTDR00910	hsa01100	Metabolic pathways
TTDR00910	hsa01130	Biosynthesis of antibiotics
TTDR00910	hsa01200	Carbon metabolism
TTDR00917	hsa04024	cAMP signaling pathway
TTDR00917	hsa04152	AMPK signaling pathway
TTDR00917	hsa04910	Insulin signaling pathway
TTDR00921	hsa04060	Cytokine-cytokine receptor interaction
TTDR00921	hsa04062	Chemokine signaling pathway
TTDR00921	hsa04620	Toll-like receptor signaling pathway
TTDR00921	hsa05132	Salmonella infection
TTDR00921	hsa05142	Chagas disease (American trypanosomiasis)
TTDR00921	hsa05323	Rheumatoid arthritis
TTDR00922	hsa03440	Homologous recombination
TTDR00922	hsa03460	Fanconi anemia pathway
TTDR00922	hsa05200	Pathways in cancer
TTDR00922	hsa05212	Pancreatic cancer
TTDR00925	hsa04010	MAPK signaling pathway
TTDR00925	hsa04014	Ras signaling pathway
TTDR00925	hsa04015	Rap1 signaling pathway
TTDR00925	hsa04151	PI3K-Akt signaling pathway
TTDR00925	hsa04390	Hippo signaling pathway
TTDR00925	hsa04810	Regulation of actin cytoskeleton
TTDR00925	hsa05200	Pathways in cancer
TTDR00925	hsa05218	Melanoma
TTDR00926	hsa04014	Ras signaling pathway
TTDR00926	hsa04015	Rap1 signaling pathway
TTDR00926	hsa04060	Cytokine-cytokine receptor interaction
TTDR00926	hsa04151	PI3K-Akt signaling pathway
TTDR00926	hsa04510	Focal adhesion
TTDR00926	hsa05200	Pathways in cancer
TTDR00927	hsa04064	NF-kappa B signaling pathway
TTDR00927	hsa04620	Toll-like receptor signaling pathway
TTDR00927	hsa05130	Pathogenic Escherichia coli infection
TTDR00927	hsa05133	Pertussis
TTDR00927	hsa05145	Toxoplasmosis
TTDR00928	hsa04010	MAPK signaling pathway
TTDR00928	hsa04012	ErbB signaling pathway
TTDR00928	hsa04014	Ras signaling pathway
TTDR00928	hsa04024	cAMP signaling pathway
TTDR00928	hsa04068	FoxO signaling pathway
TTDR00928	hsa04071	Sphingolipid signaling pathway
TTDR00928	hsa04141	Protein processing in endoplasmic reticulum
TTDR00928	hsa04310	Wnt signaling pathway
TTDR00928	hsa04380	Osteoclast differentiation
TTDR00928	hsa04510	Focal adhesion
TTDR00928	hsa04620	Toll-like receptor signaling pathway
TTDR00928	hsa04621	NOD-like receptor signaling pathway
TTDR00928	hsa04622	RIG-I-like receptor signaling pathway
TTDR00928	hsa04664	Fc epsilon RI signaling pathway
TTDR00928	hsa04668	TNF signaling pathway
TTDR00928	hsa04722	Neurotrophin signaling pathway
TTDR00928	hsa04723	Retrograde endocannabinoid signaling
TTDR00928	hsa04728	Dopaminergic synapse
TTDR00928	hsa04750	Inflammatory mediator regulation of TRP channels
TTDR00928	hsa04910	Insulin signaling pathway
TTDR00928	hsa04912	GnRH signaling pathway
TTDR00928	hsa04914	Progesterone-mediated oocyte maturation
TTDR00928	hsa04917	Prolactin signaling pathway
TTDR00928	hsa04920	Adipocytokine signaling pathway
TTDR00928	hsa04930	Type II diabetes mellitus
TTDR00928	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDR00928	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDR00928	hsa05131	Shigellosis
TTDR00928	hsa05132	Salmonella infection
TTDR00928	hsa05133	Pertussis
TTDR00928	hsa05142	Chagas disease (American trypanosomiasis)
TTDR00928	hsa05145	Toxoplasmosis
TTDR00928	hsa05152	Tuberculosis
TTDR00928	hsa05160	Hepatitis C
TTDR00928	hsa05161	Hepatitis B
TTDR00928	hsa05164	Influenza A
TTDR00928	hsa05168	Herpes simplex infection
TTDR00928	hsa05169	Epstein-Barr virus infection
TTDR00928	hsa05200	Pathways in cancer
TTDR00928	hsa05210	Colorectal cancer
TTDR00928	hsa05212	Pancreatic cancer
TTDR00928	hsa05231	Choline metabolism in cancer
TTDR00929	mtu00240	Pyrimidine metabolism
TTDR00929	mtu01100	Metabolic pathways
TTDR00930	hsa00562	Inositol phosphate metabolism
TTDR00930	hsa04012	ErbB signaling pathway
TTDR00930	hsa04014	Ras signaling pathway
TTDR00930	hsa04015	Rap1 signaling pathway
TTDR00930	hsa04022	cGMP-PKG signaling pathway
TTDR00930	hsa04024	cAMP signaling pathway
TTDR00930	hsa04062	Chemokine signaling pathway
TTDR00930	hsa04066	HIF-1 signaling pathway
TTDR00930	hsa04068	FoxO signaling pathway
TTDR00930	hsa04070	Phosphatidylinositol signaling system
TTDR00930	hsa04071	Sphingolipid signaling pathway
TTDR00930	hsa04150	mTOR signaling pathway
TTDR00930	hsa04151	PI3K-Akt signaling pathway
TTDR00930	hsa04152	AMPK signaling pathway
TTDR00930	hsa04210	Apoptosis
TTDR00930	hsa04261	Adrenergic signaling in cardiomyocytes
TTDR00930	hsa04370	VEGF signaling pathway
TTDR00930	hsa04380	Osteoclast differentiation
TTDR00930	hsa04510	Focal adhesion
TTDR00930	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDR00930	hsa04611	Platelet activation
TTDR00930	hsa04620	Toll-like receptor signaling pathway
TTDR00930	hsa04630	Jak-STAT signaling pathway
TTDR00930	hsa04650	Natural killer cell mediated cytotoxicity
TTDR00930	hsa04660	T cell receptor signaling pathway
TTDR00930	hsa04662	B cell receptor signaling pathway
TTDR00930	hsa04664	Fc epsilon RI signaling pathway
TTDR00930	hsa04666	Fc gamma R-mediated phagocytosis
TTDR00930	hsa04668	TNF signaling pathway
TTDR00930	hsa04670	Leukocyte transendothelial migration
TTDR00930	hsa04722	Neurotrophin signaling pathway
TTDR00930	hsa04725	Cholinergic synapse
TTDR00930	hsa04750	Inflammatory mediator regulation of TRP channels
TTDR00930	hsa04810	Regulation of actin cytoskeleton
TTDR00930	hsa04910	Insulin signaling pathway
TTDR00930	hsa04914	Progesterone-mediated oocyte maturation
TTDR00930	hsa04915	Estrogen signaling pathway
TTDR00930	hsa04917	Prolactin signaling pathway
TTDR00930	hsa04919	Thyroid hormone signaling pathway
TTDR00930	hsa04921	Oxytocin signaling pathway
TTDR00930	hsa04923	Regulation of lipolysis in adipocytes
TTDR00930	hsa04930	Type II diabetes mellitus
TTDR00930	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDR00930	hsa04960	Aldosterone-regulated sodium reabsorption
TTDR00930	hsa04973	Carbohydrate digestion and absorption
TTDR00930	hsa05100	Bacterial invasion of epithelial cells
TTDR00930	hsa05142	Chagas disease (American trypanosomiasis)
TTDR00930	hsa05145	Toxoplasmosis
TTDR00930	hsa05146	Amoebiasis
TTDR00930	hsa05160	Hepatitis C
TTDR00930	hsa05161	Hepatitis B
TTDR00930	hsa05162	Measles
TTDR00930	hsa05164	Influenza A
TTDR00930	hsa05166	HTLV-I infection
TTDR00930	hsa05169	Epstein-Barr virus infection
TTDR00930	hsa05200	Pathways in cancer
TTDR00930	hsa05203	Viral carcinogenesis
TTDR00930	hsa05205	Proteoglycans in cancer
TTDR00930	hsa05210	Colorectal cancer
TTDR00930	hsa05211	Renal cell carcinoma
TTDR00930	hsa05212	Pancreatic cancer
TTDR00930	hsa05213	Endometrial cancer
TTDR00930	hsa05214	Glioma
TTDR00930	hsa05215	Prostate cancer
TTDR00930	hsa05218	Melanoma
TTDR00930	hsa05220	Chronic myeloid leukemia
TTDR00930	hsa05221	Acute myeloid leukemia
TTDR00930	hsa05222	Small cell lung cancer
TTDR00930	hsa05223	Non-small cell lung cancer
TTDR00930	hsa05230	Central carbon metabolism in cancer
TTDR00930	hsa05231	Choline metabolism in cancer
TTDR00947	hsa04610	Complement and coagulation cascades
TTDR00950	hsa00380	Tryptophan metabolism
TTDR00950	hsa01100	Metabolic pathways
TTDR00956	hsa00240	Pyrimidine metabolism
TTDR00956	hsa01100	Metabolic pathways
TTDR00957	hsa00270	Cysteine and methionine metabolism
TTDR00957	hsa01100	Metabolic pathways
TTDR00959	hsa00270	Cysteine and methionine metabolism
TTDR00959	hsa01100	Metabolic pathways
TTDR00965	hsa04080	Neuroactive ligand-receptor interaction
TTDR00965	hsa04724	Glutamatergic synapse
TTDR00965	hsa04742	Taste transduction
TTDR00967	hsa03410	Base excision repair
TTDR00968	hsa04010	MAPK signaling pathway
TTDR00968	hsa04071	Sphingolipid signaling pathway
TTDR00968	hsa04141	Protein processing in endoplasmic reticulum
TTDR00968	hsa04668	TNF signaling pathway
TTDR00968	hsa04722	Neurotrophin signaling pathway
TTDR00968	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDR00968	hsa05014	Amyotrophic lateral sclerosis (ALS)
TTDR00972	spn00240	Pyrimidine metabolism
TTDR00972	spn01100	Metabolic pathways
TTDR00977	hsa04210	Apoptosis
TTDR00977	hsa04910	Insulin signaling pathway
TTDR00978	hsa04210	Apoptosis
TTDR00978	hsa04910	Insulin signaling pathway
TTDR00983	hsa04115	p53 signaling pathway
TTDR00983	hsa05206	MicroRNAs in cancer
TTDR00984	bps00562	Inositol phosphate metabolism
TTDR00984	bps00564	Glycerophospholipid metabolism
TTDR00984	bps01100	Metabolic pathways
TTDR00984	bps01110	Biosynthesis of secondary metabolites
TTDR00989	hsa00670	One carbon pool by folate
TTDR00989	hsa01100	Metabolic pathways
TTDR00989	hsa01200	Carbon metabolism
TTDR00995	hsa00010	Glycolysis / Gluconeogenesis
TTDR00995	hsa01100	Metabolic pathways
TTDR00995	hsa01130	Biosynthesis of antibiotics
TTDR00995	hsa01200	Carbon metabolism
TTDR00995	hsa01230	Biosynthesis of amino acids
TTDR00995	hsa04066	HIF-1 signaling pathway
TTDR00995	hsa05010	Alzheimer's disease
TTDR00998	hsa04010	MAPK signaling pathway
TTDR00998	hsa04060	Cytokine-cytokine receptor interaction
TTDR00998	hsa04068	FoxO signaling pathway
TTDR00998	hsa04144	Endocytosis
TTDR00998	hsa04350	TGF-beta signaling pathway
TTDR00998	hsa04380	Osteoclast differentiation
TTDR00998	hsa04390	Hippo signaling pathway
TTDR00998	hsa04520	Adherens junction
TTDR00998	hsa05142	Chagas disease (American trypanosomiasis)
TTDR00998	hsa05161	Hepatitis B
TTDR00998	hsa05166	HTLV-I infection
TTDR00998	hsa05200	Pathways in cancer
TTDR00998	hsa05210	Colorectal cancer
TTDR00998	hsa05212	Pancreatic cancer
TTDR00998	hsa05220	Chronic myeloid leukemia
TTDR01001	hsa04918	Thyroid hormone synthesis
TTDR01004	hsa00020	Citrate cycle (TCA cycle)
TTDR01004	hsa01100	Metabolic pathways
TTDR01004	hsa01130	Biosynthesis of antibiotics
TTDR01006	hsa04115	p53 signaling pathway
TTDR01006	hsa04151	PI3K-Akt signaling pathway
TTDR01006	hsa04210	Apoptosis
TTDR01006	hsa04370	VEGF signaling pathway
TTDR01006	hsa04919	Thyroid hormone signaling pathway
TTDR01006	hsa05010	Alzheimer's disease
TTDR01006	hsa05012	Parkinson's disease
TTDR01006	hsa05014	Amyotrophic lateral sclerosis (ALS)
TTDR01006	hsa05016	Huntington's disease
TTDR01006	hsa05134	Legionellosis
TTDR01006	hsa05145	Toxoplasmosis
TTDR01006	hsa05152	Tuberculosis
TTDR01006	hsa05161	Hepatitis B
TTDR01006	hsa05164	Influenza A
TTDR01006	hsa05200	Pathways in cancer
TTDR01006	hsa05210	Colorectal cancer
TTDR01006	hsa05212	Pancreatic cancer
TTDR01006	hsa05213	Endometrial cancer
TTDR01006	hsa05215	Prostate cancer
TTDR01006	hsa05222	Small cell lung cancer
TTDR01006	hsa05223	Non-small cell lung cancer
TTDR01006	hsa05416	Viral myocarditis
TTDR01018	hsa00770	Pantothenate and CoA biosynthesis
TTDR01018	hsa01100	Metabolic pathways
TTDR01028	hsa00280	Valine, leucine and isoleucine degradation
TTDR01028	hsa00290	Valine, leucine and isoleucine biosynthesis
TTDR01028	hsa00770	Pantothenate and CoA biosynthesis
TTDR01028	hsa01100	Metabolic pathways
TTDR01028	hsa01130	Biosynthesis of antibiotics
TTDR01028	hsa01210	2-Oxocarboxylic acid metabolism
TTDR01028	hsa01230	Biosynthesis of amino acids
TTDR01031	hsa04142	Lysosome
TTDR01031	hsa04145	Phagosome
TTDR01031	hsa04612	Antigen processing and presentation
TTDR01031	hsa05205	Proteoglycans in cancer
TTDR01031	hsa05323	Rheumatoid arthritis
TTDR01032	hsa04142	Lysosome
TTDR01042	hsa04080	Neuroactive ligand-receptor interaction
TTDR01042	hsa04723	Retrograde endocannabinoid signaling
TTDR01042	hsa04727	GABAergic synapse
TTDR01042	hsa05032	Morphine addiction
TTDR01042	hsa05033	Nicotine addiction
TTDR01044	hsa04080	Neuroactive ligand-receptor interaction
TTDR01045	hsa04080	Neuroactive ligand-receptor interaction
TTDR01048	hsa04060	Cytokine-cytokine receptor interaction
TTDR01048	hsa04080	Neuroactive ligand-receptor interaction
TTDR01048	hsa04151	PI3K-Akt signaling pathway
TTDR01048	hsa04630	Jak-STAT signaling pathway
TTDR01056	hsa04080	Neuroactive ligand-receptor interaction
TTDR01057	hsa04151	PI3K-Akt signaling pathway
TTDR01057	hsa04510	Focal adhesion
TTDR01057	hsa04512	ECM-receptor interaction
TTDR01057	hsa05145	Toxoplasmosis
TTDR01057	hsa05146	Amoebiasis
TTDR01057	hsa05200	Pathways in cancer
TTDR01057	hsa05222	Small cell lung cancer
TTDR01059	hsa04145	Phagosome
TTDR01063	spy00450	Selenocompound metabolism
TTDR01063	spy00970	Aminoacyl-tRNA biosynthesis
TTDR01066	hsa04514	Cell adhesion molecules (CAMs)
TTDR01073	hsa03320	PPAR signaling pathway
TTDR01073	hsa04151	PI3K-Akt signaling pathway
TTDR01073	hsa04919	Thyroid hormone signaling pathway
TTDR01073	hsa04920	Adipocytokine signaling pathway
TTDR01073	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDR01073	hsa04976	Bile secretion
TTDR01073	hsa05160	Hepatitis C
TTDR01073	hsa05200	Pathways in cancer
TTDR01073	hsa05202	Transcriptional misregulation in cancer
TTDR01073	hsa05216	Thyroid cancer
TTDR01073	hsa05222	Small cell lung cancer
TTDR01073	hsa05223	Non-small cell lung cancer
TTDR01075	hsa03320	PPAR signaling pathway
TTDR01075	hsa04919	Thyroid hormone signaling pathway
TTDR01075	hsa04920	Adipocytokine signaling pathway
TTDR01075	hsa05200	Pathways in cancer
TTDR01075	hsa05202	Transcriptional misregulation in cancer
TTDR01075	hsa05216	Thyroid cancer
TTDR01075	hsa05222	Small cell lung cancer
TTDR01075	hsa05223	Non-small cell lung cancer
TTDR01076	hsa00900	Terpenoid backbone biosynthesis
TTDR01076	hsa01130	Biosynthesis of antibiotics
TTDR01085	mge00010	Glycolysis / Gluconeogenesis
TTDR01085	mge00260	Glycine, serine and threonine metabolism
TTDR01085	mge00680	Methane metabolism
TTDR01085	mge01100	Metabolic pathways
TTDR01085	mge01110	Biosynthesis of secondary metabolites
TTDR01085	mge01120	Microbial metabolism in diverse environments
TTDR01085	mge01130	Biosynthesis of antibiotics
TTDR01085	mge01200	Carbon metabolism
TTDR01085	mge01230	Biosynthesis of amino acids
TTDR01100	hsa00270	Cysteine and methionine metabolism
TTDR01100	hsa01100	Metabolic pathways
TTDR01100	hsa05206	MicroRNAs in cancer
TTDR01101	hsa04060	Cytokine-cytokine receptor interaction
TTDR01101	hsa04144	Endocytosis
TTDR01101	hsa04151	PI3K-Akt signaling pathway
TTDR01101	hsa04630	Jak-STAT signaling pathway
TTDR01101	hsa04640	Hematopoietic cell lineage
TTDR01101	hsa05162	Measles
TTDR01101	hsa05166	HTLV-I infection
TTDR01104	hsa04060	Cytokine-cytokine receptor interaction
TTDR01104	hsa04630	Jak-STAT signaling pathway
TTDR01104	hsa05321	Inflammatory bowel disease (IBD)
TTDR01110	hsa04110	Cell cycle
TTDR01112	hsa04514	Cell adhesion molecules (CAMs)
TTDR01112	hsa05150	Staphylococcus aureus infection
TTDR01123	hsa04514	Cell adhesion molecules (CAMs)
TTDR01123	hsa04660	T cell receptor signaling pathway
TTDR01123	hsa04672	Intestinal immune network for IgA production
TTDR01123	hsa05340	Primary immunodeficiency
TTDR01132	hsa04973	Carbohydrate digestion and absorption
TTDR01133	hsa04360	Axon guidance
TTDR01134	hsa04620	Toll-like receptor signaling pathway
TTDR01134	hsa04622	RIG-I-like receptor signaling pathway
TTDR01134	hsa04623	Cytosolic DNA-sensing pathway
TTDR01134	hsa05133	Pertussis
TTDR01134	hsa05160	Hepatitis C
TTDR01134	hsa05161	Hepatitis B
TTDR01134	hsa05162	Measles
TTDR01134	hsa05164	Influenza A
TTDR01134	hsa05168	Herpes simplex infection
TTDR01134	hsa05169	Epstein-Barr virus infection
TTDR01134	hsa05203	Viral carcinogenesis
TTDR01138	hsa04744	Phototransduction
TTDR01142	hsa03450	Non-homologous end-joining
TTDR01142	hsa04110	Cell cycle
TTDR01143	eco00900	Terpenoid backbone biosynthesis
TTDR01143	eco01110	Biosynthesis of secondary metabolites
TTDR01153	hsa04145	Phagosome
TTDR01153	hsa04610	Complement and coagulation cascades
TTDR01153	hsa05133	Pertussis
TTDR01153	hsa05134	Legionellosis
TTDR01153	hsa05140	Leishmaniasis
TTDR01153	hsa05142	Chagas disease (American trypanosomiasis)
TTDR01153	hsa05150	Staphylococcus aureus infection
TTDR01153	hsa05152	Tuberculosis
TTDR01153	hsa05168	Herpes simplex infection
TTDR01153	hsa05203	Viral carcinogenesis
TTDR01153	hsa05322	Systemic lupus erythematosus
TTDR01156	hsa04110	Cell cycle
TTDR01156	hsa04330	Notch signaling pathway
TTDR01156	hsa04919	Thyroid hormone signaling pathway
TTDR01156	hsa05016	Huntington's disease
TTDR01156	hsa05034	Alcoholism
TTDR01156	hsa05169	Epstein-Barr virus infection
TTDR01156	hsa05200	Pathways in cancer
TTDR01156	hsa05202	Transcriptional misregulation in cancer
TTDR01156	hsa05203	Viral carcinogenesis
TTDR01156	hsa05220	Chronic myeloid leukemia
TTDR01157	pae00760	Nicotinate and nicotinamide metabolism
TTDR01157	pae01100	Metabolic pathways
TTDR01160	hsa04750	Inflammatory mediator regulation of TRP channels
TTDR01165	hsa04020	Calcium signaling pathway
TTDR01165	hsa04080	Neuroactive ligand-receptor interaction
TTDR01165	hsa05150	Staphylococcus aureus infection
TTDR01167	hsa05034	Alcoholism
