TTDID	WiKi pathway ID	WiKi pathway name
TTDR01156	WP61	Notch Signaling Pathway
TTDR01164	WP2846	PCSK9-mediated LDLR degradation
TTDR01165	WP1824	GPCR downstream signaling
TTDR01165	WP1825	GPCR ligand binding
TTDR01165	WP1836	Interferon gamma signaling
TTDR01165	WP247	Small Ligand GPCRs
TTDR01165	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDR01165	WP455	GPCRs, Class A Rhodopsin-like
TTDR01167	WP179	Cell Cycle
TTDR01167	WP2064	Neural Crest Differentiation
TTDR01167	WP2858	Ectoderm Differentiation
TTDR01170	WP1794	Cell surface interactions at the vascular wall
TTDR01170	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDR01170	WP1833	Integrin cell surface interactions
TTDR01170	WP185	Integrin-mediated Cell Adhesion
TTDR01170	WP2775	Toll-Like Receptors Cascades
TTDR01170	WP2806	Human Complement System
TTDR01170	WP306	Focal Adhesion
TTDR01177	WP2670	Iron uptake and transport
TTDR01177	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDR01178	WP2670	Iron uptake and transport
TTDR01178	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDR01179	WP2882	Nuclear Receptors Meta-Pathway
TTDR01179	WP2884	NRF2 pathway
TTDR01179	WP727	Monoamine Transport
TTDR01180	WP1824	GPCR downstream signaling
TTDR01180	WP1825	GPCR ligand binding
TTDR01180	WP1831	Integration of energy metabolism
TTDR01180	WP1884	Platelet Aggregation (Plug Formation)
TTDR01180	WP455	GPCRs, Class A Rhodopsin-like
TTDR01180	WP58	Monoamine GPCRs
TTDR01185	WP1870	Neurotransmitter Clearance In The Synaptic Cleft
TTDR01185	WP1879	Phase 1 - Functionalization of compounds
TTDR01185	WP206	Fatty Acid Omega Oxidation
TTDR01185	WP465	Tryptophan metabolism
TTDR01187	WP1601	Fluoropyrimidine Activity
TTDR01187	WP1851	Metabolism of nucleotides
TTDR01191	WP170	Nuclear Receptors
TTDR01191	WP2377	Integrated Pancreatic Cancer Pathway
TTDR01191	WP2857	Mesodermal Commitment Pathway
TTDR01191	WP299	Nuclear Receptors in Lipid Metabolism and Toxicity
TTDR01191	WP716	Vitamin A and Carotenoid Metabolism
TTDR01193	WP117	GPCRs, Other
TTDR01193	WP1824	GPCR downstream signaling
TTDR01193	WP1825	GPCR ligand binding
TTDR01194	WP117	GPCRs, Other
TTDR01194	WP1824	GPCR downstream signaling
TTDR01194	WP1825	GPCR ligand binding
TTDR01194	WP455	GPCRs, Class A Rhodopsin-like
TTDR01194	WP58	Monoamine GPCRs
TTDR01194	WP722	Serotonin HTR1 Group and FOS Pathway
TTDR01197	WP1824	GPCR downstream signaling
TTDR01197	WP1825	GPCR ligand binding
TTDR01197	WP24	Peptide GPCRs
TTDR01197	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDR01197	WP455	GPCRs, Class A Rhodopsin-like
TTDR01201	WP1857	Metabolism of water-soluble vitamins and cofactors
TTDR01202	WP2741	Inositol phosphate metabolism
TTDR01203	WP2650	Arachidonic acid metabolism
TTDR01203	WP678	Arachidonate Epoxygenase / Epoxide Hydrolase
TTDR01203	WP702	Metapathway biotransformation
TTDR01206	WP1433	NOD pathway
TTDR01206	WP1434	Osteopontin Signaling
TTDR01206	WP1449	Regulation of toll-like receptor signaling pathway
TTDR01206	WP1544	MicroRNAs in cardiomyocyte hypertrophy
TTDR01206	WP1584	Type II diabetes mellitus
TTDR01206	WP1772	Apoptosis Modulation and Signaling
TTDR01206	WP1839	Interleukin-1 signaling
TTDR01206	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
TTDR01206	WP1927	TCR signaling
TTDR01206	WP195	IL-1 signaling pathway
TTDR01206	WP1976	Signalling by NGF
TTDR01206	WP2018	RANKL/RANK Signaling Pathway
TTDR01206	WP2034	Leptin signaling pathway
TTDR01206	WP2036	TWEAK Signaling Pathway
TTDR01206	WP2112	IL17 signaling pathway
TTDR01206	WP231	TNF alpha Signaling Pathway
TTDR01206	WP2324	AGE/RAGE pathway
TTDR01206	WP2332	Interleukin-11 Signaling Pathway
TTDR01206	WP2380	BDNF signaling pathway
TTDR01206	WP23	B Cell Receptor Signaling Pathway
TTDR01206	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
TTDR01206	WP254	Apoptosis
TTDR01206	WP2571	Polycystic Kidney Disease Pathway
TTDR01206	WP262	EBV LMP1 signaling
TTDR01206	WP2637	Structural Pathway of Interleukin 1 (IL-1)
TTDR01206	WP2656	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
TTDR01206	WP2746	Signaling by the B Cell Receptor (BCR)
TTDR01206	WP2752	MyD88-independent cascade
TTDR01206	WP2759	Fc epsilon receptor (FCERI) signaling
TTDR01206	WP2761	MyD88:Mal cascade initiated on plasma membrane
TTDR01206	WP2763	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
TTDR01206	WP2768	MyD88 dependent cascade initiated on endosome
TTDR01206	WP2794	Cytosolic sensors of pathogen-associated DNA
TTDR01206	WP2795	Cardiac Hypertrophic Response
TTDR01206	WP2801	MyD88 cascade initiated on plasma membrane
TTDR01206	WP2804	Hair Follicle Development: Induction (Part 1 of 3)
TTDR01206	WP288	NLR Proteins
TTDR01206	WP382	MAPK Signaling Pathway
TTDR01206	WP395	IL-4 Signaling Pathway
TTDR01206	WP481	Insulin Signaling
TTDR01206	WP69	TCR Signaling Pathway
TTDR01206	WP712	Estrogen signaling pathway
TTDR01206	WP75	Toll-like receptor signaling pathway
TTDR01214	WP2882	Nuclear Receptors Meta-Pathway
TTDR01214	WP2884	NRF2 pathway
TTDR01216	WP12	Osteoclast Signaling
TTDR01216	WP1539	Angiogenesis
TTDR01216	WP1916	Signaling by PDGF
TTDR01216	WP2526	PDGF Pathway
TTDR01216	WP2653	PIP3 activates AKT signaling
TTDR01216	WP2703	Extracellular matrix organization
TTDR01216	WP2848	Differentiation Pathway
TTDR01216	WP2882	Nuclear Receptors Meta-Pathway
TTDR01216	WP2884	NRF2 pathway
TTDR01216	WP306	Focal Adhesion
TTDR01216	WP322	Osteoblast Signaling
TTDR01216	WP382	MAPK Signaling Pathway
TTDR01216	WP51	Regulation of Actin Cytoskeleton
TTDR01217	WP1916	Signaling by PDGF
TTDR01217	WP2261	Signaling Pathways in Glioblastoma
TTDR01217	WP2526	PDGF Pathway
TTDR01217	WP2653	PIP3 activates AKT signaling
TTDR01217	WP306	Focal Adhesion
TTDR01217	WP322	Osteoblast Signaling
TTDR01217	WP382	MAPK Signaling Pathway
TTDR01217	WP51	Regulation of Actin Cytoskeleton
TTDR01222	WP2725	Collagen biosynthesis and modifying enzymes
TTDR01224	WP2681	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes
TTDR01224	WP2744	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes
TTDR01224	WP2770	Reversible Hydration of Carbon Dioxide
TTDR01227	WP170	Nuclear Receptors
TTDR01227	WP2849	Hematopoietic Stem Cell Differentiation
TTDR01227	WP706	SIDS Susceptibility Pathways
TTDR01229	WP1851	Metabolism of nucleotides
TTDR01229	WP2002	miR-targeted genes in epithelium - TarBase
TTDR01229	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDR01229	WP2005	miR-targeted genes in muscle cell - TarBase
TTDR01229	WP2848	Differentiation Pathway
TTDR01233	WP1533	Vitamin B12 Metabolism
TTDR01233	WP15	Selenium Micronutrient Network
TTDR01233	WP176	Folate Metabolism
TTDR01233	WP1802	Dissolution of Fibrin Clot
TTDR01233	WP272	Blood Clotting Cascade
TTDR01233	WP474	Endochondral Ossification
TTDR01233	WP558	Complement and Coagulation Cascades
TTDR01233	WP615	Senescence and Autophagy in Cancer
TTDR01234	WP2849	Hematopoietic Stem Cell Differentiation
TTDR01234	WP530	Cytokines and Inflammatory Response
TTDR01236	WP1831	Integration of energy metabolism
TTDR01236	WP2669	Potassium Channels
TTDR01237	WP1866	NCAM signaling for neurite out-growth
TTDR01237	WP2806	Human Complement System
TTDR01237	WP3286	Copper homeostasis
TTDR01240	WP176	Folate Metabolism
TTDR01240	WP1851	Metabolism of nucleotides
TTDR01240	WP241	One Carbon Metabolism
TTDR01247	WP1824	GPCR downstream signaling
TTDR01247	WP1825	GPCR ligand binding
TTDR01247	WP24	Peptide GPCRs
TTDR01247	WP455	GPCRs, Class A Rhodopsin-like
TTDR01250	WP2035	FSH signaling pathway
TTDR01250	WP2670	Iron uptake and transport
TTDR01250	WP481	Insulin Signaling
TTDR01251	WP1919	Signaling by VEGF
TTDR01251	WP306	Focal Adhesion
TTDR01253	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
TTDR01256	WP2670	Iron uptake and transport
TTDR01257	WP2670	Iron uptake and transport
TTDR01259	WP2059	Alzheimers Disease
TTDR01259	WP2380	BDNF signaling pathway
TTDR01259	WP2431	Spinal Cord Injury
TTDR01259	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDR01259	WP666	Hypothetical Network for Drug Addiction
TTDR01259	WP706	SIDS Susceptibility Pathways
TTDR01263	WP127	IL-5 Signaling Pathway
TTDR01263	WP1591	Heart Development
TTDR01263	WP1794	Cell surface interactions at the vascular wall
TTDR01263	WP1799	Costimulation by the CD28 family
TTDR01263	WP1835	Interferon alpha/beta signaling
TTDR01263	WP1840	Interleukin-3, 5 and GM-CSF signaling
TTDR01263	WP1868	Netrin-1 signaling
TTDR01263	WP1885	Platelet homeostasis
TTDR01263	WP1909	Signal regulatory protein (SIRP) family interactions
TTDR01263	WP1910	Signaling by EGFR
TTDR01263	WP1911	Signaling by FGFR
TTDR01263	WP1916	Signaling by PDGF
TTDR01263	WP195	IL-1 signaling pathway
TTDR01263	WP2034	Leptin signaling pathway
TTDR01263	WP2203	TSLP Signaling Pathway
TTDR01263	WP2253	Pilocytic astrocytoma
TTDR01263	WP2263	Prostate Cancer
TTDR01263	WP2332	Interleukin-11 Signaling Pathway
TTDR01263	WP2374	Oncostatin M Signaling Pathway
TTDR01263	WP2380	BDNF signaling pathway
TTDR01263	WP23	B Cell Receptor Signaling Pathway
TTDR01263	WP244	Alpha 6 Beta 4 signaling pathway
TTDR01263	WP2526	PDGF Pathway
TTDR01263	WP2593	JAK/STAT
TTDR01263	WP2653	PIP3 activates AKT signaling
TTDR01263	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDR01263	WP2678	Prolactin receptor signaling
TTDR01263	WP2704	Interleukin-6 signaling
TTDR01263	WP2713	Signaling by SCF-KIT
TTDR01263	WP2752	MyD88-independent cascade
TTDR01263	WP286	IL-3 Signaling Pathway
TTDR01263	WP304	Kit receptor signaling pathway
TTDR01263	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDR01263	WP364	IL-6 signaling pathway
TTDR01263	WP395	IL-4 Signaling Pathway
TTDR01263	WP437	EGF/EGFR Signaling Pathway
TTDR01263	WP481	Insulin Signaling
TTDR01263	WP49	IL-2 Signaling Pathway
TTDR01263	WP585	Interferon type I signaling pathways
TTDR01263	WP619	Type II interferon signaling (IFNG)
TTDR01263	WP69	TCR Signaling Pathway
TTDR01265	WP1591	Heart Development
TTDR01265	WP2005	miR-targeted genes in muscle cell - TarBase
TTDR01265	WP2261	Signaling Pathways in Glioblastoma
TTDR01265	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDR01265	WP673	ErbB Signaling Pathway
TTDR01266	WP129	Matrix Metalloproteinases
TTDR01266	WP2769	Activation of Matrix Metalloproteinases
TTDR01269	WP237	Glucocorticoid & Mineralcorticoid Metabolism
TTDR01269	WP98	Prostaglandin Synthesis and Regulation
TTDR01270	WP1584	Type II diabetes mellitus
TTDR01270	WP1831	Integration of energy metabolism
TTDR01270	WP2669	Potassium Channels
TTDR01273	WP170	Nuclear Receptors
TTDR01273	WP2289	Drug Induction of Bile Acid Pathway
TTDR01273	WP2876	Pregnane X Receptor pathway
TTDR01273	WP2882	Nuclear Receptors Meta-Pathway
TTDR01273	WP299	Nuclear Receptors in Lipid Metabolism and Toxicity
TTDR01293	WP1846	Membrane Trafficking
TTDR01293	WP2007	Iron metabolism in placenta
TTDR01293	WP2670	Iron uptake and transport
TTDR01293	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
TTDR01293	WP2882	Nuclear Receptors Meta-Pathway
TTDR01293	WP2884	NRF2 pathway
TTDR01298	WP2839	Hair Follicle Development: Organogenesis (Part 2 of 3)
TTDR01298	WP2855	Dopaminergic Neurogenesis
TTDR01298	WP47	Hedgehog Signaling Pathway
TTDR01341	WP179	Cell Cycle
TTDR01341	WP1858	Mitotic G1-G1/S phases
TTDR01341	WP1859	Mitotic G2-G2/M phases
TTDR01341	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDR01341	WP2005	miR-targeted genes in muscle cell - TarBase
TTDR01341	WP2006	miR-targeted genes in squamous cell - TarBase
TTDR01341	WP2249	Metastatic brain tumor
TTDR01341	WP23	B Cell Receptor Signaling Pathway
TTDR01341	WP2446	Retinoblastoma (RB) in Cancer
TTDR01341	WP2786	Pre-NOTCH Expression and Processing
TTDR01341	WP45	G1 to S cell cycle control
TTDR01342	WP1910	Signaling by EGFR
TTDR01342	WP2059	Alzheimers Disease
TTDR01342	WP2718	Signaling by NOTCH2
TTDR01342	WP2721	Signaling by NOTCH4
TTDR01342	WP2722	Signaling by NOTCH3
TTDR01342	WP3286	Copper homeostasis
TTDR01342	WP516	Hypertrophy Model
TTDR01343	WP1984	Integrated Breast Cancer Pathway
TTDR01343	WP2742	Signaling by TGF-beta Receptor Complex
TTDR01343	WP2755	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
TTDR01343	WP2760	Signaling by BMP
TTDR01343	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDR01343	WP366	TGF beta Signaling Pathway
TTDR01343	WP560	TGF Beta Signaling Pathway
TTDR01344	WP2526	PDGF Pathway
TTDR01345	WP1544	MicroRNAs in cardiomyocyte hypertrophy
TTDR01345	WP1799	Costimulation by the CD28 family
TTDR01345	WP1824	GPCR downstream signaling
TTDR01345	WP1826	GPVI-mediated activation cascade
TTDR01345	WP185	Integrin-mediated Cell Adhesion
TTDR01345	WP1913	Signaling by Insulin receptor
TTDR01345	WP1927	TCR signaling
TTDR01345	WP2032	TSH signaling pathway
TTDR01345	WP2261	Signaling Pathways in Glioblastoma
TTDR01345	WP2332	Interleukin-11 Signaling Pathway
TTDR01345	WP2380	BDNF signaling pathway
TTDR01345	WP23	B Cell Receptor Signaling Pathway
TTDR01345	WP2653	PIP3 activates AKT signaling
TTDR01345	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDR01345	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDR01345	WP2759	Fc epsilon receptor (FCERI) signaling
TTDR01345	WP2795	Cardiac Hypertrophic Response
TTDR01345	WP306	Focal Adhesion
TTDR01345	WP437	EGF/EGFR Signaling Pathway
TTDR01345	WP481	Insulin Signaling
TTDR01345	WP69	TCR Signaling Pathway
TTDR01345	WP722	Serotonin HTR1 Group and FOS Pathway
TTDR01346	WP1433	NOD pathway
TTDR01346	WP1839	Interleukin-1 signaling
TTDR01346	WP1927	TCR signaling
TTDR01346	WP1976	Signalling by NGF
TTDR01346	WP2656	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
TTDR01346	WP2763	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
TTDR01346	WP2792	MAP kinase activation in TLR cascade
TTDR01346	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDR01346	WP314	FAS pathway and Stress induction of HSP regulation
TTDR01346	WP69	TCR Signaling Pathway
TTDR01347	WP1425	BMP Signalling and Regulation
TTDR01347	WP1449	Regulation of toll-like receptor signaling pathway
TTDR01347	WP1984	Integrated Breast Cancer Pathway
TTDR01347	WP2377	Integrated Pancreatic Cancer Pathway
TTDR01347	WP2760	Signaling by BMP
TTDR01347	WP2857	Mesodermal Commitment Pathway
TTDR01347	WP560	TGF Beta Signaling Pathway
TTDR01352	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
TTDR01352	WP2740	Glycerophospholipid biosynthesis
TTDR01352	WP325	Triacylglyceride Synthesis
TTDR01352	WP430	Statin Pathway
TTDR01352	WP716	Vitamin A and Carotenoid Metabolism
TTDR01355	WP1533	Vitamin B12 Metabolism
TTDR01355	WP15	Selenium Micronutrient Network
TTDR01355	WP176	Folate Metabolism
TTDR01355	WP2324	AGE/RAGE pathway
TTDR01355	WP2436	Dopamine metabolism
TTDR01355	WP2447	Amyotrophic lateral sclerosis (ALS)
TTDR01355	WP259	Nifedipine Activity
TTDR01355	WP2824	Detoxification of Reactive Oxygen Species
TTDR01355	WP3286	Copper homeostasis
TTDR01355	WP408	Oxidative Stress
TTDR01356	WP1794	Cell surface interactions at the vascular wall
TTDR01356	WP1840	Interleukin-3, 5 and GM-CSF signaling
TTDR01356	WP185	Integrin-mediated Cell Adhesion
TTDR01356	WP1866	NCAM signaling for neurite out-growth
TTDR01356	WP1873	NGF signalling via TRKA from the plasma membrane
TTDR01356	WP1910	Signaling by EGFR
TTDR01356	WP1911	Signaling by FGFR
TTDR01356	WP1913	Signaling by Insulin receptor
TTDR01356	WP1916	Signaling by PDGF
TTDR01356	WP2032	TSH signaling pathway
TTDR01356	WP2034	Leptin signaling pathway
TTDR01356	WP2261	Signaling Pathways in Glioblastoma
TTDR01356	WP2263	Prostate Cancer
TTDR01356	WP2290	RalA downstream regulated genes
TTDR01356	WP231	TNF alpha Signaling Pathway
TTDR01356	WP2332	Interleukin-11 Signaling Pathway
TTDR01356	WP2374	Oncostatin M Signaling Pathway
TTDR01356	WP2380	BDNF signaling pathway
TTDR01356	WP23	B Cell Receptor Signaling Pathway
TTDR01356	WP244	Alpha 6 Beta 4 signaling pathway
TTDR01356	WP2526	PDGF Pathway
TTDR01356	WP2586	Aryl Hydrocarbon Receptor
TTDR01356	WP2593	JAK/STAT
TTDR01356	WP2643	Nanoparticle-mediated activation of receptor signaling
TTDR01356	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDR01356	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDR01356	WP2694	DAP12 interactions
TTDR01356	WP2713	Signaling by SCF-KIT
TTDR01356	WP2732	Interleukin-2 signaling
TTDR01356	WP2735	RAF/MAP kinase cascade
TTDR01356	WP2746	Signaling by the B Cell Receptor (BCR)
TTDR01356	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDR01356	WP2759	Fc epsilon receptor (FCERI) signaling
TTDR01356	WP2780	Signaling by ERBB2
TTDR01356	WP2781	Signaling by ERBB4
TTDR01356	WP2828	Bladder Cancer
TTDR01356	WP286	IL-3 Signaling Pathway
TTDR01356	WP2870	Extracellular vesicle-mediated signaling in recipient cells
TTDR01356	WP304	Kit receptor signaling pathway
TTDR01356	WP306	Focal Adhesion
TTDR01356	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDR01356	WP35	G Protein Signaling Pathways
TTDR01356	WP400	p38 MAPK Signaling Pathway
TTDR01356	WP422	MAPK Cascade
TTDR01356	WP437	EGF/EGFR Signaling Pathway
TTDR01356	WP481	Insulin Signaling
TTDR01356	WP49	IL-2 Signaling Pathway
TTDR01356	WP560	TGF Beta Signaling Pathway
TTDR01356	WP615	Senescence and Autophagy in Cancer
TTDR01356	WP673	ErbB Signaling Pathway
TTDR01356	WP69	TCR Signaling Pathway
TTDR01356	WP710	DNA Damage Response (only ATM dependent)
TTDR01356	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
TTDR01357	WP1533	Vitamin B12 Metabolism
TTDR01357	WP15	Selenium Micronutrient Network
TTDR01357	WP176	Folate Metabolism
TTDR01357	WP1780	ABC-family proteins mediated transport
TTDR01357	WP2764	Lipid digestion, mobilization, and transport
TTDR01357	WP2776	Visual phototransduction
TTDR01357	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
TTDR01357	WP2797	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
TTDR01357	WP2806	Human Complement System
TTDR01357	WP2878	PPAR Alpha Pathway
TTDR01357	WP2882	Nuclear Receptors Meta-Pathway
TTDR01357	WP430	Statin Pathway
TTDR01358	WP1533	Vitamin B12 Metabolism
TTDR01358	WP15	Selenium Micronutrient Network
TTDR01358	WP176	Folate Metabolism
TTDR01358	WP1798	Complement cascade
TTDR01358	WP2806	Human Complement System
TTDR01358	WP364	IL-6 signaling pathway
TTDR01360	WP1533	Vitamin B12 Metabolism
TTDR01360	WP15	Selenium Micronutrient Network
TTDR01360	WP176	Folate Metabolism
TTDR01360	WP1794	Cell surface interactions at the vascular wall
TTDR01360	WP1885	Platelet homeostasis
TTDR01360	WP2764	Lipid digestion, mobilization, and transport
TTDR01360	WP2776	Visual phototransduction
TTDR01360	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
TTDR01360	WP430	Statin Pathway
TTDR01361	WP1907	Semaphorin interactions
TTDR01361	WP2005	miR-targeted genes in muscle cell - TarBase
TTDR01361	WP2034	Leptin signaling pathway
TTDR01361	WP2261	Signaling Pathways in Glioblastoma
TTDR01361	WP2377	Integrated Pancreatic Cancer Pathway
TTDR01361	WP2780	Signaling by ERBB2
TTDR01361	WP2828	Bladder Cancer
TTDR01361	WP2870	Extracellular vesicle-mediated signaling in recipient cells
TTDR01361	WP306	Focal Adhesion
TTDR01361	WP437	EGF/EGFR Signaling Pathway
TTDR01361	WP673	ErbB Signaling Pathway
TTDR01361	WP710	DNA Damage Response (only ATM dependent)
TTDR01362	WP12	Osteoclast Signaling
TTDR01362	WP1434	Osteopontin Signaling
TTDR01362	WP1455	Serotonin Transporter Activity
TTDR01362	WP1794	Cell surface interactions at the vascular wall
TTDR01362	WP1832	Integrin alphaIIb beta3 signaling
TTDR01362	WP1833	Integrin cell surface interactions
TTDR01362	WP1843	L1CAM interactions
TTDR01362	WP185	Integrin-mediated Cell Adhesion
TTDR01362	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
TTDR01362	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
TTDR01362	WP2666	Elastic fibre formation
TTDR01362	WP2703	Extracellular matrix organization
TTDR01362	WP2787	Syndecan interactions
TTDR01362	WP2806	Human Complement System
TTDR01362	WP2849	Hematopoietic Stem Cell Differentiation
TTDR01362	WP306	Focal Adhesion
TTDR01362	WP322	Osteoblast Signaling
TTDR01362	WP366	TGF beta Signaling Pathway
TTDR01362	WP727	Monoamine Transport
TTDR01363	WP127	IL-5 Signaling Pathway
TTDR01363	WP138	Androgen receptor signaling pathway
TTDR01363	WP1449	Regulation of toll-like receptor signaling pathway
TTDR01363	WP1528	Physiological and Pathological Hypertrophy of the Heart
TTDR01363	WP1772	Apoptosis Modulation and Signaling
TTDR01363	WP1845	MAPK targets/ Nuclear events mediated by MAP kinases
TTDR01363	WP195	IL-1 signaling pathway
TTDR01363	WP1984	Integrated Breast Cancer Pathway
TTDR01363	WP2018	RANKL/RANK Signaling Pathway
TTDR01363	WP2032	TSH signaling pathway
TTDR01363	WP2036	TWEAK Signaling Pathway
TTDR01363	WP2100	Arylhydrocarbon receptor (AhR) signaling pathway
TTDR01363	WP2263	Prostate Cancer
TTDR01363	WP231	TNF alpha Signaling Pathway
TTDR01363	WP2324	AGE/RAGE pathway
TTDR01363	WP2377	Integrated Pancreatic Cancer Pathway
TTDR01363	WP2380	BDNF signaling pathway
TTDR01363	WP23	B Cell Receptor Signaling Pathway
TTDR01363	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
TTDR01363	WP2516	ATM Signaling Pathway
TTDR01363	WP2526	PDGF Pathway
TTDR01363	WP254	Apoptosis
TTDR01363	WP2571	Polycystic Kidney Disease Pathway
TTDR01363	WP2759	Fc epsilon receptor (FCERI) signaling
TTDR01363	WP2786	Pre-NOTCH Expression and Processing
TTDR01363	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDR01363	WP286	IL-3 Signaling Pathway
TTDR01363	WP2873	Aryl Hydrocarbon Receptor Pathway
TTDR01363	WP2881	Estrogen Receptor Pathway
TTDR01363	WP2882	Nuclear Receptors Meta-Pathway
TTDR01363	WP289	Myometrial Relaxation and Contraction Pathways
TTDR01363	WP28	Selenium Metabolism and Selenoproteins
TTDR01363	WP306	Focal Adhesion
TTDR01363	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDR01363	WP314	FAS pathway and Stress induction of HSP regulation
TTDR01363	WP3286	Copper homeostasis
TTDR01363	WP366	TGF beta Signaling Pathway
TTDR01363	WP382	MAPK Signaling Pathway
TTDR01363	WP399	Wnt Signaling Pathway and Pluripotency
TTDR01363	WP422	MAPK Cascade
TTDR01363	WP428	Wnt Signaling Pathway
TTDR01363	WP437	EGF/EGFR Signaling Pathway
TTDR01363	WP481	Insulin Signaling
TTDR01363	WP49	IL-2 Signaling Pathway
TTDR01363	WP560	TGF Beta Signaling Pathway
TTDR01363	WP615	Senescence and Autophagy in Cancer
TTDR01363	WP673	ErbB Signaling Pathway
TTDR01363	WP69	TCR Signaling Pathway
TTDR01363	WP706	SIDS Susceptibility Pathways
TTDR01363	WP710	DNA Damage Response (only ATM dependent)
TTDR01363	WP712	Estrogen signaling pathway
TTDR01363	WP75	Toll-like receptor signaling pathway
TTDR01368	WP1889	Processing of Capped Intron-Containing Pre-mRNA
TTDR01368	WP2683	Influenza Life Cycle
TTDR01368	WP411	mRNA Processing
TTDR01369	WP15	Selenium Micronutrient Network
TTDR01369	WP167	Eicosanoid Synthesis
TTDR01369	WP2650	Arachidonic acid metabolism
TTDR01369	WP2877	Vitamin D Receptor Pathway
TTDR01370	WP185	Integrin-mediated Cell Adhesion
TTDR01370	WP1984	Integrated Breast Cancer Pathway
TTDR01370	WP2261	Signaling Pathways in Glioblastoma
TTDR01370	WP306	Focal Adhesion
TTDR01370	WP422	MAPK Cascade
TTDR01370	WP673	ErbB Signaling Pathway
TTDR01371	WP1794	Cell surface interactions at the vascular wall
TTDR01371	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDR01371	WP1833	Integrin cell surface interactions
TTDR01371	WP185	Integrin-mediated Cell Adhesion
TTDR01371	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
TTDR01371	WP306	Focal Adhesion
TTDR01372	WP236	Adipogenesis
TTDR01372	WP2431	Spinal Cord Injury
TTDR01373	WP185	Integrin-mediated Cell Adhesion
TTDR01373	WP1873	NGF signalling via TRKA from the plasma membrane
TTDR01373	WP1911	Signaling by FGFR
TTDR01373	WP1984	Integrated Breast Cancer Pathway
TTDR01373	WP2032	TSH signaling pathway
TTDR01373	WP2261	Signaling Pathways in Glioblastoma
TTDR01373	WP2355	Corticotropin-releasing hormone
TTDR01373	WP23	B Cell Receptor Signaling Pathway
TTDR01373	WP2571	Polycystic Kidney Disease Pathway
TTDR01373	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDR01373	WP2828	Bladder Cancer
TTDR01373	WP306	Focal Adhesion
TTDR01373	WP382	MAPK Signaling Pathway
TTDR01373	WP422	MAPK Cascade
TTDR01373	WP437	EGF/EGFR Signaling Pathway
TTDR01373	WP51	Regulation of Actin Cytoskeleton
TTDR01373	WP615	Senescence and Autophagy in Cancer
TTDR01373	WP712	Estrogen signaling pathway
TTDR01373	WP722	Serotonin HTR1 Group and FOS Pathway
